dateTime,u,v,ws,wd,wp
2009110520,4.35,-5.77,7.23,142.96,0.772
2009110521,3.95,-5.13,6.47,142.37,0.852
2009110522,3.2,-4.16,5.25,142.4,0.73
2009110523,2.21,-3.16,3.85,145.04,0.333
2009110600,1.1,-2.47,2.71,156.0,0.196
2009110601,0.41,-2.4,2.44,170.26,0.09
2009110602,-0.15,-2.69,2.69,183.15,0.037
2009110603,-0.71,-2.78,2.87,194.23,0.011
2009110604,-1.41,-2.3,2.69,211.48,0.048
2009110605,-2.07,-1.44,2.52,235.18,0.058
2009110606,-2.43,-0.57,2.5,256.73,0.058
2009110607,-2.32,0.02,2.32,270.38,0.058
2009110608,-1.92,0.35,1.95,280.21,0.148
2009110609,-1.51,0.51,1.6,288.77,0.206
2009110610,-1.32,0.62,1.46,295.28,0.249
2009110611,-1.35,0.8,1.57,300.73,0.349
2009110612,-1.59,1.21,2.0,307.16,0.439
2009110613,-1.82,2.38,2.99,322.65,0.556
2009110614,-1.94,3.35,3.87,330.01,0.688
2009110615,-2.07,4.37,4.84,334.7,0.757
2009110616,-2.24,5.24,5.7,336.88,0.81
2009110617,-2.42,5.81,6.29,337.41,0.873
2009110618,-2.56,5.93,6.46,336.68,0.894
2009110619,-2.62,5.54,6.13,334.7,0.915
2009110620,-2.61,4.88,5.53,331.89,0.952
2009110621,-2.52,4.25,4.94,329.27,0.974
2009110622,-2.39,3.89,4.56,328.46,0.979
2009110623,-2.21,3.76,4.36,329.55,0.979
2009110700,-2.02,3.76,4.27,331.72,0.979
2009110701,-2.0,3.76,4.26,331.92,0.974
2009110702,-1.99,3.95,4.43,333.25,0.905
2009110703,-1.96,4.02,4.47,333.99,0.735
2009110704,-1.87,3.85,4.28,334.12,0.836
2009110705,-1.73,3.58,3.98,334.23,0.815
2009110706,-1.58,3.4,3.75,335.15,0.783
2009110707,-1.44,3.45,3.74,337.39,0.767
2009110708,-1.32,3.63,3.86,340.0,0.799
2009110709,-1.22,3.77,3.97,342.02,0.741
2009110710,-1.14,3.77,3.94,343.17,0.741
2009110711,-1.04,3.74,3.88,344.48,0.624
2009110712,-0.87,3.82,3.92,347.13,0.688
2009110713,-0.78,4.73,4.8,350.62,0.593
2009110714,-0.28,5.15,5.15,356.92,0.556
2009110715,0.45,5.44,5.46,4.73,0.407
2009110716,1.4,5.51,5.68,14.23,0.365
2009110717,2.48,5.16,5.72,25.68,0.254
2009110718,3.6,4.18,5.52,40.71,0.116
2009110719,4.64,2.51,5.28,61.6,0.101
2009110720,5.44,0.57,5.47,84.03,0.153
2009110721,5.81,-1.08,5.91,100.52,0.407
2009110722,5.65,-2.01,5.99,109.59,0.503
2009110723,5.1,-2.33,5.61,114.56,0.608
2009110800,4.4,-2.28,4.96,117.46,0.571
2009110801,2.72,-0.8,2.83,106.36,0.698
2009110802,3.02,-0.36,3.04,96.74,0.746
2009110803,3.38,-0.08,3.38,91.32,0.788
2009110804,3.54,-0.04,3.54,90.59,0.772
2009110805,3.56,-0.18,3.57,92.97,0.619
2009110806,3.59,-0.44,3.62,97.04,0.487
2009110807,3.72,-0.73,3.79,101.08,0.339
2009110808,3.9,-0.93,4.0,103.4,0.28
2009110809,4.03,-0.93,4.14,102.94,0.265
2009110810,4.04,-0.66,4.09,99.22,0.286
2009110811,3.85,-0.25,3.86,93.71,0.201
2009110812,3.37,0.11,3.37,88.14,0.111
2009110813,1.8,1.48,2.33,50.46,0.042
2009110814,0.75,1.29,1.49,30.37,0
2009110815,-0.14,1.08,1.09,352.4,0
2009110816,-0.72,1.19,1.39,328.71,0
2009110817,-1.06,1.5,1.84,324.82,0.005
2009110818,-1.29,1.81,2.22,324.4,0.085
2009110819,-1.55,1.94,2.48,321.41,0.053
2009110820,-1.83,1.9,2.64,316.08,0.016
2009110821,-2.14,1.75,2.76,309.32,0.005
2009110822,-2.44,1.54,2.89,302.16,0.085
2009110823,-2.71,1.34,3.02,296.27,0.228
2009110900,-2.89,1.23,3.14,293.11,0.413
2009110901,-3.03,0.92,3.16,286.83,0.593
2009110902,-2.94,0.98,3.1,288.53,0.73
2009110903,-2.87,1.08,3.07,290.61,0.841
2009110904,-2.97,1.17,3.19,291.46,0.825
2009110905,-3.13,1.26,3.38,291.84,0.91
2009110906,-3.22,1.37,3.5,293.02,0.905
2009110907,-3.09,1.51,3.44,295.94,0.762
2009110908,-2.66,1.58,3.1,300.66,0.714
2009110909,-1.84,1.48,2.36,308.69,0.698
2009110910,-0.64,1.14,1.31,330.58,0.614
2009110911,0.59,0.69,0.91,40.52,0.381
2009110912,1.42,0.32,1.45,77.33,0.296
2009110913,2.41,-0.87,2.56,109.94,0.545
2009110914,3.12,-2.0,3.7,122.6,0.772
2009110915,3.61,-2.92,4.65,128.97,0.72
2009110916,3.73,-3.39,5.04,132.31,0.63
2009110917,3.59,-3.49,5.01,134.17,0.45
2009110918,3.41,-3.39,4.81,134.82,0.402
2009110919,3.34,-3.23,4.65,134.07,0.349
2009110920,3.34,-3.03,4.51,132.23,0.317
2009110921,3.32,-2.76,4.31,129.73,0.175
2009110922,3.21,-2.4,4.01,126.81,0.19
2009110923,3.05,-2.02,3.65,123.49,0.095
2009111000,2.88,-1.66,3.32,119.98,0.148
2009111001,3.38,-0.91,3.5,104.98,0.228
2009111002,3.18,-1.02,3.34,107.76,0.27
2009111003,3.02,-1.2,3.25,111.68,0.249
2009111004,2.97,-1.35,3.27,114.4,0.344
2009111005,2.98,-1.44,3.31,115.82,0.36
2009111006,2.96,-1.48,3.3,116.57,0.317
2009111007,2.85,-1.47,3.2,117.3,0.217
2009111008,2.71,-1.46,3.07,118.28,0.206
2009111009,2.62,-1.49,3.01,119.65,0.127
2009111010,2.62,-1.6,3.07,121.35,0.111
2009111011,2.65,-1.73,3.17,123.19,0.048
2009111012,2.58,-1.82,3.16,125.25,0.026
2009111013,2.97,-1.86,3.51,122.04,0.058
2009111014,2.74,-1.44,3.09,117.75,0.053
2009111015,2.62,-1.27,2.91,115.85,0.005
2009111016,2.76,-1.52,3.15,118.81,0.005
2009111017,3.06,-2.03,3.67,123.56,0
2009111018,3.32,-2.54,4.19,127.44,0.011
2009111019,3.42,-2.87,4.47,129.98,0.048
2009111020,3.36,-3.0,4.5,131.7,0.021
2009111021,3.19,-2.97,4.36,132.93,0.005
2009111022,2.95,-2.84,4.1,133.93,0.011
2009111023,2.67,-2.73,3.82,135.68,0.048
2009111100,2.36,-2.76,3.63,139.47,0.069
2009111101,2.15,-2.82,3.55,142.7,0.074
2009111102,1.89,-2.78,3.36,145.85,0.042
2009111103,1.53,-2.54,2.96,148.91,0.005
2009111104,1.05,-2.06,2.32,153.08,0.005
2009111105,0.5,-1.44,1.53,161.03,0
2009111106,-0.05,-0.78,0.78,183.95,0
2009111107,-0.53,-0.16,0.56,252.84,0
2009111108,-0.91,0.33,0.96,290.13,0
2009111109,-1.15,0.66,1.32,299.93,0.09
2009111110,-1.24,0.8,1.47,302.85,0.143
2009111111,-1.21,0.86,1.48,305.49,0.228
2009111112,-1.11,1.0,1.49,312.01,0.286
2009111113,-1.32,1.91,2.32,325.31,0.217
2009111114,-1.2,2.29,2.59,332.35,0.18
2009111115,-1.01,2.85,3.02,340.4,0.175
2009111116,-0.72,3.54,3.61,348.48,0.138
2009111117,-0.36,4.11,4.12,354.96,0.101
2009111118,0.01,4.23,4.23,0.13,0.069
2009111119,0.34,3.71,3.73,5.16,0.095
2009111120,0.54,2.93,2.98,10.53,0.063
2009111121,0.56,2.38,2.44,13.28,0.09
2009111122,0.35,2.43,2.46,8.16,0.143
2009111123,0.01,2.9,2.9,0.16,0.185
2009111200,-0.32,3.44,3.45,354.61,0.101
2009111201,-0.66,3.46,3.52,349.28,0.085
2009111202,-0.61,3.13,3.19,349.02,0.196
2009111203,-0.54,2.95,3.0,349.56,0.344
2009111204,-0.56,3.18,3.23,350.08,0.45
2009111205,-0.64,3.65,3.71,350.13,0.524
2009111206,-0.74,4.05,4.12,349.66,0.45
2009111207,-0.84,4.16,4.24,348.56,0.439
2009111208,-0.95,4.01,4.12,346.71,0.566
2009111209,-1.08,3.75,3.91,343.93,0.439
2009111210,-1.25,3.49,3.71,340.28,0.312
2009111211,-1.44,3.3,3.6,336.42,0.302
2009111212,-1.61,3.23,3.61,333.46,0.302
2009111213,-1.56,3.32,3.67,334.82,0.312
2009111214,-1.55,3.31,3.66,334.91,0.291
2009111215,-1.54,3.49,3.82,336.16,0.249
2009111216,-1.57,3.88,4.18,337.99,0.185
2009111217,-1.65,4.3,4.61,339.06,0.164
2009111218,-1.8,4.55,4.89,338.47,0.19
2009111219,-2.01,4.46,4.89,335.71,0.296
2009111220,-2.23,4.11,4.68,331.47,0.376
2009111221,-2.38,3.64,4.35,326.85,0.434
2009111222,-2.39,3.19,3.99,323.15,0.64
2009111223,-2.32,2.86,3.68,320.96,0.81
2009111300,-2.23,2.74,3.53,320.83,0.91
2009111301,-2.02,2.6,3.3,322.13,0.958
2009111302,-1.98,2.89,3.5,325.53,0.963
2009111303,-1.9,3.17,3.69,328.97,0.958
2009111304,-1.76,3.28,3.72,331.79,0.968
2009111305,-1.59,3.26,3.63,334.06,0.889
2009111306,-1.45,3.22,3.53,335.71,0.868
2009111307,-1.39,3.21,3.5,336.49,0.91
2009111308,-1.38,3.19,3.48,336.53,0.91
2009111309,-1.37,3.1,3.4,336.12,0.868
2009111310,-1.34,2.93,3.22,335.42,0.947
2009111311,-1.37,2.85,3.16,334.36,0.968
2009111312,-1.56,3.08,3.46,333.12,0.852
2009111313,-1.98,3.51,4.03,330.49,0.947
2009111314,-2.61,4.43,5.15,329.5,0.905
2009111315,-3.0,5.27,6.06,330.34,0.852
2009111316,-2.95,5.74,6.45,332.83,0.741
2009111317,-2.65,5.84,6.42,335.56,0.72
2009111318,-2.43,5.62,6.13,336.6,0.73
2009111319,-2.5,5.15,5.72,334.08,0.72
2009111320,-2.74,4.56,5.32,329.03,0.683
2009111321,-2.93,4.02,4.97,323.89,0.661
2009111322,-2.92,3.63,4.66,321.25,0.72
2009111323,-2.75,3.41,4.38,321.18,0.905
2009111400,-2.51,3.31,4.16,322.83,0.974
2009111401,-2.15,2.73,3.48,321.77,0.968
2009111402,-2.04,2.76,3.43,323.54,0.963
2009111403,-1.87,2.7,3.28,325.33,0.926
2009111404,-1.66,2.52,3.02,326.56,0.873
2009111405,-1.51,2.3,2.75,326.77,0.841
2009111406,-1.5,2.17,2.64,325.32,0.566
2009111407,-1.71,2.23,2.81,322.53,0.497
2009111408,-1.97,2.39,3.1,320.55,0.519
2009111409,-2.07,2.53,3.27,320.78,0.524
2009111410,-1.87,2.56,3.17,323.88,0.534
2009111411,-1.56,2.56,2.99,328.63,0.455
2009111412,-1.4,2.64,2.99,332.01,0.413
2009111413,-1.9,2.43,3.09,322.09,0.508
2009111414,-2.29,2.94,3.73,322.02,0.333
2009111415,-2.43,3.52,4.28,325.34,0.238
2009111416,-2.15,4.08,4.61,332.19,0.228
2009111417,-1.69,4.46,4.77,339.29,0.259
2009111418,-1.38,4.5,4.71,342.97,0.307
2009111419,-1.47,4.1,4.36,340.32,0.222
2009111420,-1.78,3.46,3.89,332.76,0.164
2009111421,-2.04,2.82,3.48,324.13,0.095
2009111422,-2.03,2.41,3.15,319.86,0.037
2009111423,-1.79,2.25,2.87,321.6,0.19
2009111500,-1.39,2.33,2.71,329.21,0.185
2009111501,-1.27,1.46,1.93,319.03,0.286
2009111502,-0.95,1.84,2.07,332.83,0.201
2009111503,-0.34,2.21,2.23,351.27,0.053
2009111504,0.6,2.31,2.39,14.52,0.138
2009111505,1.69,2.0,2.62,40.22,0.069
2009111506,2.72,1.18,2.97,66.57,0.09
2009111507,3.51,-0.17,3.51,92.79,0.323
2009111508,4.04,-1.65,4.37,112.18,0.603
2009111509,4.38,-2.74,5.17,122.05,0.709
2009111510,4.58,-3.11,5.53,124.17,0.735
2009111511,4.67,-3.0,5.55,122.75,0.794
2009111512,4.68,-2.84,5.48,121.22,0.81
2009111513,6.06,-1.0,6.14,99.37,0.836
2009111514,6.79,-1.68,6.99,103.92,0.931
2009111515,7.43,-2.48,7.84,108.42,0.926
2009111516,7.85,-3.2,8.47,112.17,0.947
2009111517,8.03,-3.78,8.87,115.21,0.958
2009111518,8.03,-4.18,9.05,117.52,0.968
2009111519,7.86,-4.37,9.0,119.09,0.963
2009111520,7.39,-4.34,8.57,120.41,0.968
2009111521,6.47,-4.08,7.64,122.22,0.958
2009111522,5.03,-3.61,6.19,125.7,0.958
2009111523,3.43,-3.12,4.63,132.25,0.873
2009111600,2.15,-2.79,3.52,142.43,0.772
2009111601,2.46,-1.55,2.9,122.23,0.698
2009111602,2.51,-1.86,3.12,126.45,0.508
2009111603,2.79,-2.06,3.46,126.45,0.28
2009111604,3.13,-1.83,3.63,120.3,0.275
2009111605,3.47,-1.27,3.69,110.09,0.243
2009111606,3.73,-0.57,3.77,98.75,0.127
2009111607,3.86,0.08,3.87,88.84,0.132
2009111608,3.91,0.62,3.96,81.0,0.138
2009111609,3.91,1.0,4.03,75.58,0.153
2009111610,3.89,1.19,4.07,73.0,0.153
2009111611,3.85,1.12,4.01,73.83,0.127
2009111612,3.74,0.72,3.81,79.09,0.164
2009111613,2.69,1.69,3.17,57.91,0.138
2009111614,2.53,0.95,2.7,69.37,0.164
2009111615,2.59,-0.13,2.6,92.82,0.159
2009111616,2.91,-1.45,3.25,116.41,0.079
2009111617,3.26,-2.66,4.21,129.25,0.101
2009111618,3.35,-3.38,4.76,135.28,0.063
2009111619,2.99,-3.34,4.48,138.16,0.095
2009111620,2.42,-2.84,3.73,139.57,0.164
2009111621,1.98,-2.33,3.05,139.61,0.228
2009111622,1.89,-2.15,2.86,138.75,0.196
2009111623,1.88,-2.32,2.99,140.92,0.159
2009111700,1.6,-2.75,3.18,149.86,0.111
2009111701,1.26,-2.83,3.1,155.99,0.032
2009111702,0.43,-3.01,3.04,171.85,0.021
2009111703,-0.57,-3.04,3.1,190.55,0.032
2009111704,-1.56,-2.9,3.29,208.23,0.037
2009111705,-2.4,-2.58,3.53,222.96,0.011
2009111706,-2.98,-2.1,3.64,234.85,0.016
2009111707,-3.2,-1.49,3.53,245.1,0.037
2009111708,-3.19,-0.88,3.31,254.51,0.09
2009111709,-3.08,-0.44,3.12,261.86,0.111
2009111710,-3.02,-0.27,3.03,264.95,0.143
2009111711,-2.98,-0.25,2.99,265.11,0.185
2009111712,-2.9,-0.25,2.91,265.11,0.238
2009111713,-2.86,-0.19,2.87,266.25,0.296
2009111714,-2.54,0.35,2.57,277.88,0.333
2009111715,-2.29,0.82,2.44,289.72,0.339
2009111716,-2.2,1.09,2.46,296.36,0.238
2009111717,-2.15,1.2,2.46,299.16,0.116
2009111718,-1.95,1.22,2.3,302.03,0.016
2009111719,-1.51,1.22,1.95,308.85,0.005
2009111720,-1.08,1.21,1.62,318.14,0.021
2009111721,-0.97,1.17,1.52,320.49,0.016
2009111722,-1.39,1.11,1.78,308.73,0.011
2009111723,-2.14,1.04,2.38,295.83,0.063
2009111800,-2.94,0.96,3.09,288.18,0.09
2009111801,-4.25,1.2,4.42,285.71,0.116
2009111802,-4.16,1.19,4.33,286.0,0.296
2009111803,-3.9,1.21,4.09,287.28,0.455
2009111804,-3.65,1.32,3.88,289.86,0.466
2009111805,-3.47,1.46,3.76,292.82,0.651
2009111806,-3.37,1.55,3.72,294.72,0.677
2009111807,-3.39,1.55,3.72,294.57,0.762
2009111808,-3.42,1.46,3.72,293.12,0.81
2009111809,-3.38,1.33,3.63,291.51,0.841
2009111810,-3.2,1.2,3.42,290.61,0.915
2009111811,-3.05,1.16,3.27,290.82,0.862
2009111812,-3.14,1.29,3.39,292.35,0.836
2009111813,-3.63,1.5,3.92,292.46,0.852
2009111814,-4.11,2.01,4.57,296.04,0.693
2009111815,-4.49,2.51,5.14,299.14,0.434
2009111816,-4.61,2.86,5.43,301.77,0.339
2009111817,-4.49,3.02,5.41,303.93,0.254
2009111818,-4.18,2.97,5.13,305.36,0.243
2009111819,-3.77,2.71,4.65,305.68,0.201
2009111820,-3.36,2.34,4.09,304.88,0.18
2009111821,-3.04,1.98,3.63,303.1,0.286
2009111822,-2.88,1.72,3.36,300.84,0.54
2009111823,-2.86,1.57,3.26,298.75,0.894
2009111900,-2.89,1.5,3.25,297.36,0.963
2009111901,-3.3,1.52,3.63,294.67,0.968
2009111902,-3.09,1.61,3.48,297.54,0.958
2009111903,-2.87,1.65,3.31,299.92,0.894
2009111904,-2.78,1.63,3.22,300.41,0.783
2009111905,-2.81,1.58,3.22,299.39,0.757
2009111906,-2.9,1.53,3.28,297.89,0.915
2009111907,-3.0,1.52,3.36,296.81,0.857
2009111908,-3.05,1.51,3.41,296.33,0.847
2009111909,-3.02,1.5,3.37,296.46,0.778
2009111910,-2.88,1.48,3.24,297.18,0.619
2009111911,-2.76,1.47,3.12,298.07,0.476
2009111912,-2.8,1.52,3.19,298.44,0.439
2009111913,-3.23,2.14,3.88,303.59,0.656
2009111914,-3.74,2.37,4.42,302.37,0.799
2009111915,-4.16,2.56,4.89,301.55,0.683
2009111916,-4.38,2.69,5.14,301.55,0.693
2009111917,-4.4,2.75,5.19,302.0,0.751
2009111918,-4.25,2.7,5.04,302.48,0.693
2009111919,-3.98,2.55,4.72,302.65,0.582
2009111920,-3.64,2.32,4.32,302.46,0.407
2009111921,-3.3,2.05,3.88,301.9,0.196
2009111922,-2.99,1.79,3.48,301.0,0.09
2009111923,-2.67,1.55,3.09,300.1,0.042
2009112000,-2.3,1.31,2.64,299.7,0.005
2009112001,-1.78,0.87,1.98,295.92,0
2009112002,-1.35,0.67,1.51,296.48,0
2009112003,-0.94,0.42,1.02,294.08,0.016
2009112004,-0.57,0.14,0.59,283.36,0.032
2009112005,-0.24,-0.15,0.28,237.75,0.005
2009112006,0.1,-0.42,0.43,167.17,0.011
2009112007,0.46,-0.66,0.8,145.34,0.053
2009112008,0.81,-0.86,1.19,136.6,0.042
2009112009,1.13,-1.03,1.53,132.18,0.069
2009112010,1.4,-1.16,1.81,129.67,0.053
2009112011,1.71,-1.3,2.15,127.13,0.048
2009112012,2.21,-1.48,2.66,123.88,0.09
2009112013,3.42,-1.89,3.91,118.93,0.09
2009112014,3.96,-2.2,4.53,119.08,0.122
2009112015,4.43,-2.43,5.05,118.77,0.148
2009112016,4.71,-2.51,5.33,118.11,0.111
2009112017,4.81,-2.47,5.41,117.18,0.148
2009112018,4.8,-2.35,5.34,116.07,0.238
2009112019,4.7,-2.18,5.18,114.87,0.206
2009112020,4.53,-2.0,4.95,113.82,0.296
2009112021,4.3,-1.85,4.68,113.22,0.254
2009112022,4.03,-1.74,4.39,113.39,0.296
2009112023,3.73,-1.68,4.09,114.2,0.254
2009112100,3.44,-1.63,3.8,115.35,0.265
2009112101,3.18,-1.35,3.46,112.9,0.254
2009112102,3.17,-1.36,3.45,113.26,0.259
2009112103,3.1,-1.37,3.39,113.83,0.153
2009112104,2.88,-1.31,3.16,114.4,0.101
2009112105,2.57,-1.2,2.83,114.95,0.138
2009112106,2.26,-1.07,2.5,115.41,0.101
2009112107,2.02,-0.97,2.24,115.65,0.063
2009112108,1.83,-0.88,2.03,115.81,0.053
2009112109,1.63,-0.8,1.82,116.21,0.079
2009112110,1.41,-0.72,1.59,117.16,0.116
2009112111,1.25,-0.66,1.41,117.98,0.021
2009112112,1.25,-0.64,1.41,117.23,0
2009112113,-0.56,-0.17,0.58,253.56,0
2009112114,-0.49,0.16,0.52,288.39,0
2009112115,-0.04,0.54,0.55,355.34,0
2009112116,0.74,0.98,1.22,37.1,0
2009112117,1.56,1.32,2.05,49.82,0
2009112118,2.07,1.4,2.5,55.94,0
2009112119,2.02,1.13,2.31,60.73,0
2009112120,1.58,0.76,1.76,64.42,0
2009112121,1.07,0.62,1.24,59.95,0
2009112122,0.71,0.95,1.19,36.99,0
2009112123,0.49,1.55,1.63,17.44,0
2009112200,0.31,2.14,2.16,8.24,0.021
2009112201,-0.93,2.35,2.53,338.51,0.153
2009112202,-0.44,2.62,2.66,350.37,0.201
2009112203,0.04,2.62,2.62,0.83,0.254
2009112204,0.24,2.36,2.37,5.72,0.259
2009112205,0.21,1.98,1.99,6.14,0.36
2009112206,0.12,1.67,1.67,4.08,0.228
2009112207,0.07,1.58,1.58,2.67,0.307
2009112208,0.06,1.63,1.63,2.04,0.307
2009112209,0.02,1.71,1.71,0.72,0.354
2009112210,-0.08,1.75,1.75,357.53,0.381
2009112211,-0.22,1.81,1.82,352.96,0.476
2009112212,-0.4,2.02,2.06,348.76,0.317
2009112213,-0.9,2.77,2.91,341.95,0.296
2009112214,-1.23,3.24,3.47,339.19,0.296
2009112215,-1.21,3.97,4.15,343.04,0.354
2009112216,-0.57,4.94,4.97,353.39,0.582
2009112217,0.32,5.74,5.75,3.16,0.672
2009112218,0.93,5.89,5.96,8.96,0.735
2009112219,0.88,5.07,5.15,9.8,0.577
2009112220,0.35,3.78,3.8,5.31,0.624
2009112221,-0.31,2.7,2.71,353.39,0.556
2009112222,-0.84,2.32,2.47,340.12,0.683
2009112223,-1.19,2.48,2.75,334.38,0.767
2009112300,-1.38,2.82,3.14,333.92,0.73
2009112301,-1.71,2.13,2.73,321.13,0.593
2009112302,-1.59,2.31,2.81,325.48,0.741
2009112303,-1.47,2.49,2.89,329.46,0.709
2009112304,-1.37,2.53,2.88,331.63,0.725
2009112305,-1.31,2.47,2.79,332.05,0.783
2009112306,-1.31,2.34,2.68,330.84,0.725
2009112307,-1.36,2.2,2.59,328.19,0.619
2009112308,-1.44,2.07,2.52,325.13,0.556
2009112309,-1.48,1.96,2.45,322.93,0.603
2009112310,-1.46,1.9,2.4,322.41,0.73
2009112311,-1.49,1.92,2.43,322.24,0.778
2009112312,-1.69,2.06,2.67,320.67,0.725
2009112313,-2.22,2.44,3.3,317.6,0.55
2009112314,-2.69,2.87,3.93,316.79,0.497
2009112315,-3.11,3.31,4.55,316.78,0.508
2009112316,-3.38,3.68,4.99,317.47,0.413
2009112317,-3.53,3.88,5.25,317.71,0.529
2009112318,-3.68,3.85,5.32,316.3,0.561
2009112319,-3.86,3.53,5.23,312.44,0.524
2009112320,-3.98,3.08,5.03,307.67,0.503
2009112321,-3.88,2.65,4.7,304.27,0.466
2009112322,-3.48,2.39,4.22,304.44,0.603
2009112323,-2.96,2.31,3.76,307.98,0.651
2009112400,-2.58,2.41,3.53,313.02,0.656
2009112401,-1.74,1.44,2.26,309.64,0.614
2009112402,-1.89,1.64,2.5,310.99,0.497
2009112403,-2.1,1.88,2.82,311.91,0.423
2009112404,-2.21,2.04,3.01,312.65,0.386
2009112405,-2.2,2.07,3.02,313.3,0.286
2009112406,-2.05,1.97,2.84,313.9,0.212
2009112407,-1.76,1.73,2.47,314.37,0.169
2009112408,-1.46,1.41,2.03,313.93,0.153
2009112409,-1.25,1.08,1.66,310.76,0.159
2009112410,-1.24,0.83,1.5,303.83,0.148
2009112411,-1.4,0.77,1.6,298.97,0.111
2009112412,-1.66,1.02,1.94,301.63,0.111
2009112413,-1.98,1.47,2.47,306.52,0.101
2009112414,-2.27,2.29,3.23,315.22,0.074
2009112415,-2.49,3.11,3.98,321.26,0.122
2009112416,-2.56,3.69,4.49,325.32,0.339
2009112417,-2.55,3.98,4.72,327.37,0.439
2009112418,-2.59,3.92,4.7,326.53,0.275
2009112419,-2.76,3.51,4.47,321.86,0.323
2009112420,-2.93,2.94,4.15,315.05,0.434
2009112421,-2.95,2.41,3.8,309.28,0.45
2009112422,-2.69,2.08,3.4,307.79,0.36
2009112423,-2.3,1.9,2.98,309.58,0.254
2009112500,-1.98,1.74,2.63,311.31,0.212
2009112501,-2.5,1.59,2.97,302.37,0.243
2009112502,-2.38,1.55,2.83,303.04,0.243
2009112503,-2.3,1.57,2.79,304.32,0.206
2009112504,-2.33,1.65,2.85,305.28,0.175
2009112505,-2.41,1.73,2.97,305.72,0.175
2009112506,-2.5,1.8,3.08,305.71,0.19
2009112507,-2.57,1.82,3.15,305.34,0.201
2009112508,-2.61,1.81,3.18,304.69,0.185
2009112509,-2.67,1.79,3.21,303.84,0.233
2009112510,-2.75,1.76,3.27,302.65,0.339
2009112511,-2.94,1.71,3.4,300.19,0.222
2009112512,-3.3,1.59,3.66,295.69,0.185
2009112513,-2.56,0.21,2.57,274.67,0.275
2009112514,-2.95,0.34,2.97,276.53,0.37
2009112515,-3.29,0.63,3.35,280.84,0.376
2009112516,-3.45,1.03,3.6,286.61,0.344
2009112517,-3.4,1.38,3.67,292.02,0.259
2009112518,-3.14,1.48,3.47,295.3,0.185
2009112519,-2.67,1.23,2.94,294.76,0.18
2009112520,-2.11,0.78,2.25,290.2,0.138
2009112521,-1.61,0.35,1.65,282.2,0.063
2009112522,-1.27,0.12,1.27,275.21,0.048
2009112523,-1.05,0.03,1.05,271.91,0.032
2009112600,-0.88,0.01,0.88,270.46,0
2009112601,0.39,-1.67,1.72,166.97,0.005
2009112602,0.57,-1.43,1.54,158.23,0
2009112603,0.67,-1.21,1.38,150.9,0
2009112604,0.76,-1.08,1.32,144.96,0
2009112605,0.87,-1.05,1.36,140.22,0
2009112606,1.04,-1.07,1.49,135.85,0
2009112607,1.27,-1.13,1.7,131.56,0
2009112608,1.54,-1.24,1.98,128.87,0
2009112609,1.79,-1.43,2.29,128.63,0
2009112610,1.97,-1.71,2.61,130.83,0
2009112611,2.05,-2.03,2.89,134.59,0
2009112612,2.01,-2.34,3.09,139.44,0
2009112613,1.79,-2.41,3.0,143.42,0
2009112614,1.86,-2.81,3.37,146.59,0
2009112615,1.77,-3.19,3.65,150.92,0
2009112616,1.52,-3.4,3.73,156.0,0
2009112617,1.3,-3.51,3.74,159.69,0
2009112618,1.39,-3.58,3.84,158.83,0.011
2009112619,1.95,-3.7,4.18,152.19,0.116
2009112620,2.73,-3.83,4.7,144.58,0.275
2009112621,3.35,-3.95,5.18,139.69,0.397
2009112622,3.54,-4.02,5.36,138.63,0.487
2009112623,3.35,-4.09,5.29,140.66,0.566
2009112700,2.91,-4.2,5.11,145.29,0.603
2009112701,2.44,-4.75,5.34,152.76,0.64
2009112702,2.46,-4.89,5.48,153.31,0.693
2009112703,2.34,-5.04,5.55,155.08,0.651
2009112704,2.04,-5.19,5.57,158.5,0.608
2009112705,1.67,-5.32,5.58,162.53,0.529
2009112706,1.38,-5.41,5.58,165.72,0.455
2009112707,1.24,-5.41,5.55,167.06,0.386
2009112708,1.19,-5.33,5.46,167.42,0.381
2009112709,1.09,-5.18,5.29,168.14,0.365
2009112710,0.84,-4.98,5.05,170.38,0.339
2009112711,0.51,-4.76,4.79,173.91,0.302
2009112712,0.16,-4.55,4.55,177.96,0.259
2009112713,0.39,-3.65,3.67,173.94,0.228
2009112714,0.49,-3.77,3.8,172.6,0.143
2009112715,0.73,-3.98,4.04,169.66,0.127
2009112716,1.11,-4.24,4.38,165.34,0.106
2009112717,1.58,-4.45,4.72,160.47,0.063
2009112718,2.05,-4.48,4.93,155.38,0.042
2009112719,2.46,-4.25,4.91,149.98,0.048
2009112720,2.72,-3.82,4.69,144.54,0.053
2009112721,2.76,-3.25,4.27,139.65,0.074
2009112722,2.56,-2.64,3.68,135.95,0.069
2009112723,2.21,-2.08,3.03,133.26,0.079
2009112800,1.88,-1.66,2.51,131.54,0.063
2009112801,1.44,-1.0,1.76,124.65,0.069
2009112802,1.32,-0.64,1.46,115.81,0.053
2009112803,1.29,-0.35,1.33,105.33,0.042
2009112804,1.35,-0.12,1.35,94.96,0.005
2009112805,1.47,0.06,1.47,87.84,0
2009112806,1.6,0.14,1.61,85.11,0
2009112807,1.72,0.12,1.73,86.13,0.032
2009112808,1.84,0.05,1.84,88.58,0.058
2009112809,1.98,-0.01,1.98,90.25,0.032
